target,t_freq
hours,0.00019342502186657225
image,0.0001930653594345415
department,0.0001924985204123813
title,0.00019189621480149088
description,0.00019153055085674268
non,0.00019134351167857477
insurance,0.0001885742355484547
another,0.00018785656839372615
why,0.00018733449435343505
shall,0.00018729858382253504
property,0.0001871224958683536
class,0.00018644377951661538
still,0.0001858053965306249
money,0.00018558253268289972
quality,0.00018490389731401884
every,0.00018472471737580203
listing,0.00018439235787506253
content,0.00018429014677642127
country,0.0001841054209760217
private,0.00018331970187729962
little,0.00018259440867422126
visit,0.00018251615484159598
save,0.00018156853735127576
tools,0.0001810463237863027
low,0.000180323921573662
reply,0.0001802873465930529
customer,0.00017992526150518125
december,0.00017878403839536837
compare,0.00017875051929800283
movies,0.00017829846127992023
include,0.0001781420648441364
college,0.0001781090384737945
value,0.00017763662643899937
article,0.00017754696768324706
york,0.00017714380965124372
man,0.0001770358741378547
card,0.00017697880659154822
jobs,0.00017667493842113915
provide,0.00017664116856962495
food,0.00017576600244141615
source,0.00017559023744296703
author,0.00017544345357478071
different,0.00017542469872557654
press,0.00017528664344343645
learn,0.000175067654088802
sale,0.0001748688889831689
around,0.0001744644264441743
print,0.0001739188546911902
course,0.00017365129903887668
job,0.00017338813109631608
canada,0.00017284859305405297
process,0.00017253171103603777
teen,0.00017201684447005065
room,0.00017201530189297272
stock,0.00017201109078439063
training,0.00017184870064146593
too,0.00017181367409211724
credit,0.00017164124988045798
point,0.00017126201886786128
join,0.00017006185584905213
science,0.00016999844236896018
men,0.00016982827884742715
categories,0.00016961421188454355
advanced,0.00016920749548530228
west,0.00016913403232532255
sales,0.00016903387897181557
look,0.00016883755115747954
english,0.00016818241350129165
left,0.00016757853994519932
team,0.0001675153089204607
estate,0.00016514282635031403
box,0.00016511848173255867
conditions,0.0001648508568057527
select,0.00016457379688821711
windows,0.0001644363250729288
photos,0.00016374875524591856
gay,0.00016351491773317414
thread,0.0001634473468078393
week,0.00016313856112416475
category,0.0001627579299862633
note,0.00016260707355847973
live,0.0001619706214770036
large,0.00016183278865379694
gallery,0.00016164532114461248
table,0.0001613231713380813
register,0.00016082848316333298
however,0.00015997253729183383
june,0.00015996728901725943
october,0.0001593928541933588
november,0.0001593395118584903
market,0.00015844359460485884
library,0.00015813746476862648
really,0.00015809550491585226
action,0.00015808578794866755
start,0.00015797843882922152
series,0.00015759318386287459
model,0.0001572879692305
features,0.00015704926298934393
air,0.0001569412660070391
industry,0.00015690440612288367
plan,0.0001568396403266437
human,0.00015667133648373846
provided,0.0001559025857328735
yes,0.00015571658372069791
required,0.0001556031667411332
second,0.000155470888561383
hot,0.00015541603487174304
accessories,0.00015511856239567033
cost,0.00015502583116982417
movie,0.00015457100412343854
forums,0.0001545608032105039
march,0.00015443457142553664
september,0.00015336226667872125
better,0.00015326188989058377
say,0.00015303346847231092
questions,0.0001528953536726492
july,0.00015286004612254244
yahoo,0.00015194885823396692
going,0.0001515102238562626
medical,0.0001514813588339519
test,0.00015123264389218526
friend,0.00015077166410003528
come,0.00015057554313347948
dec,0.00015055113802250536
server,0.0001500510327775884
study,0.00014926053276319152
application,0.0001490636770967371
cart,0.00014845745894057
staff,0.00014786999465790998
articles,0.00014784857322859576
san,0.00014767213987764924
feedback,0.00014733814120582126
again,0.0001471169867793741
play,0.00014708470779299277
looking,0.00014694990841199692
issues,0.00014645825270376227
april,0.00014633189310247802
never,0.0001459220915490809
users,0.0001456913157737625
complete,0.00014568351312424185
street,0.00014550644069171026
topic,0.0001453805250325958
comment,0.00014501661636688817
financial,0.00014472539810907574
things,0.00014437379200780553
working,0.00014408698682787002
against,0.0001436809807361004
standard,0.0001436003754735208
tax,0.0001433363898968101
person,0.00014318300738929554
below,0.00014216065345431077
mobile,0.00014195419595292667
less,0.00014189576926059263
got,0.00014153245381870753
blog,0.00014151649531732454
party,0.00014119068469536244
payment,0.00014113083933947918
equipment,0.0001407913689584463
login,0.00014069565892942562
student,0.00014010050420240876
let,0.0001395856025113269
programs,0.00013903510836659196
offers,0.00013863475741507765
legal,0.0001385965705828982
above,0.00013844616590286108
recent,0.00013832040733097593
park,0.0001381087522912654
stores,0.00013777860664719246
side,0.00013772488476616123
act,0.0001376476407800101
problem,0.00013758501956594426
red,0.00013737769174276796
give,0.00013726945766607353
memory,0.00013706576236311298
performance,0.00013631522397387766
social,0.0001361745040630217
august,0.00013607063330365332
quote,0.00013585823283137637
language,0.0001351515998348858
story,0.0001350694627278961
sell,0.00013435018274590013
options,0.00013433318805422192
experience,0.00013380188879807267
rates,0.0001337578614431934
create,0.00013373989300583284
key,0.00013353666798886313
body,0.0001332420143016444
young,0.00013302818248175623
america,0.000132904310908017
important,0.00013279574314292245
field,0.00013200121837808506
few,0.0001318485452023451
east,0.0001317552890514718
paper,0.0001316600034506794
single,0.00013147928191108174
age,0.00012950014283604608
activities,0.0001294605519757736
club,0.00012921009541472543
example,0.00012915229219282327
girls,0.00012910950202183697
additional,0.00012897515438858753
password,0.0001289302908613137
latest,0.00012874534943186025
something,0.00012863220467177987
road,0.0001285974796128278
gift,0.0001282240696089894
question,0.00012746946646573345
changes,0.0001273970121765308
night,0.00012735918732796674
hard,0.0001268939983786288
texas,0.00012625446114299685
oct,0.00012615931994537177
pay,0.0001260586280070786
four,0.00012602797160493544
poker,0.00012591841643439948
status,0.00012585964727239158
browse,0.00012561167581179723
issue,0.00012530600065040253
range,0.00012519649621611453
building,0.00012513448188563027
seller,0.00012466369633786162
court,0.00012461601207033968
february,0.0001246012497735725
always,0.00012453286901966415
result,0.00012432824387738968
audio,0.00012392787438763095
light,0.00012362046053404594
write,0.000123567303581622
war,0.00012344265632870696
nov,0.00012338777629524594
offer,0.0001231612350452395
blue,0.0001230948613002175
groups,0.00012275661249192435
easy,0.0001224973307508194
given,0.00012249190489937707
files,0.00012247386621182702
event,0.000122464872236176
release,0.00012229469700627803
analysis,0.00012191290088606725
request,0.00012159167994315291
fax,0.00012147508316681595
china,0.00012144701919180502
making,0.00012118030361467434
picture,0.0001211001852249359
needs,0.00012059203730901746
possible,0.00012031472956442444
might,0.00012020197801026591
professional,0.0001201693955820938
yet,0.00012016736808356886
month,0.00012003802382492763
major,0.00011961290187603556
star,0.00011952112195483898
areas,0.00011902170262496675
future,0.00011888319657077734
space,0.00011855233574074734
committee,0.00011839677547735805
hand,0.00011834879752501609
sun,0.00011827253606582099
cards,0.00011815157109367261
problems,0.00011814483683245072
london,0.0001181367336682305
washington,0.00011803794238784232
meeting,0.00011787816516168847
rss,0.0001176191078309111
become,0.0001175666543560793
interest,0.00011734996374375704
child,0.0001168371812667253
keep,0.00011669582324998131
enter,0.00011649257774337301
california,0.0001164757655070481
porn,0.0001163957456627144
share,0.00011639504218512224
similar,0.00011625510380762456
garden,0.00011612257584942276
schools,0.00011608709657663055
million,0.00011593096845754275
added,0.0001155326947651043
reference,0.00011525678909721019
companies,0.0001152357569710295
listed,0.00011508483809863305
baby,0.00011483570555851768
learning,0.00011481305084809879
energy,0.00011459662757677548
run,0.00011436493269481105
delivery,0.0001142731517979174
net,0.00011404297510060396
popular,0.0001136645344026392
term,0.0001134568114221469
film,0.00011327632502554468
stories,0.00011269756591220106
put,0.0001124052695091191
computers,0.00011236930921766819
journal,0.0001117487336790206
reports,0.00011173288640710434
try,0.00011160433734158045
welcome,0.00011125420064010742
central,0.00011107525584488604
images,0.00011102269114058752
president,0.00011099176349465711
notice,0.00011092874322048699
god,0.00011086295294231673
original,0.00011069593897094659
head,0.00011056230847504836
radio,0.00011053245214450794
until,0.00011034166628956635
cell,0.00011031969456710099
color,0.00011022026225373354
self,0.00011015832305192416
council,0.00011015007060605126
away,0.00011009519154828732
includes,0.00010973348015239595
track,0.00010965395303508587
australia,0.00010947054345004249
discussion,0.00010925218342002237
archive,0.00010925062132900291
once,0.0001091629627522574
others,0.00010869042387684234
entertainment,0.00010868759825810884
agreement,0.00010865003587205833
format,0.00010857520576047444
least,0.00010852658872654738
society,0.00010849657335738349
months,0.00010848996008259909
log,0.00010846858548674454
safety,0.00010836527282610391
friends,0.00010804169557474986
sure,0.00010784256848550139
faq,0.00010764248326172382
trade,0.00010741115914464845
edition,0.00010737689071192816
cars,0.00010705137182339192
messages,0.00010703162761735217
marketing,0.00010693270461785866
tell,0.00010689125407895837
further,0.00010686628696646821
updated,0.0001068434800473054
association,0.0001067572479396857
able,0.00010673056457603801
having,0.00010670232595125039
provides,0.0001065594790207677
david,0.00010641639597159249
fun,0.00010575544511222291
already,0.00010569196138194145
green,0.00010565619232711754
studies,0.00010539953813823955
close,0.0001052319231374703
common,0.00010521846534769435
drive,0.00010517953113155432
specific,0.00010516626945689075
several,0.00010497484256896989
gold,0.00010488526772316617
feb,0.00010487121573387065
living,0.00010461029970016257
sep,0.00010454126425351592
collection,0.00010451851002199522
called,0.00010437826820270674
short,0.00010416077751878177
arts,0.0001038785971429888
lot,0.00010381925036831164
ask,0.0001038143767614146
display,0.00010375810440822544
limited,0.00010357509290758927
powered,0.00010354090838481756
solutions,0.00010352508940811651
means,0.00010337184837667803
director,0.00010331816454783279
daily,0.0001032655900865635
beach,0.00010307525597936832
past,0.00010305860473306103
natural,0.00010254749069803008
whether,0.00010246279043482047
due,0.00010235873136591633
electronics,0.00010169721362654531
five,0.00010163423628304655
upon,0.00010139563053868938
period,0.0001013809580060532
planning,0.00010135410584681127
database,0.00010121065983832362
says,0.00010117775250302503
official,0.00010100517315553063
weather,0.00010082064542163759
mar,0.00010069494344018288
land,0.00010062650121735874
average,0.00010033834762406353
done,0.00010031398056527541
technical,0.00010029469396116455
window,0.00010021552004619614
france,0.00010020227398268578
pro,0.00010008784520525278
region,0.0001000600202760256
island,9.983039582325746e-05
record,9.975013986023124e-05
direct,9.974950273004029e-05
microsoft,9.967680354087144e-05
conference,9.950909194609162e-05
environment,9.94813850762107e-05
records,9.92979881752293e-05
district,9.88632117037654e-05
calendar,9.884182930233425e-05
costs,9.863416388796947e-05
style,9.856908099017966e-05
url,9.845472734142154e-05
front,9.843450992229971e-05
statement,9.841755913698994e-05
update,9.831629934299824e-05
parts,9.819171941318149e-05
aug,9.806010470744328e-05
ever,9.782791026857568e-05
downloads,9.780138887064269e-05
early,9.758258099566445e-05
miles,9.758192532722905e-05
sound,9.758027737486687e-05
resource,9.753466353654123e-05
present,9.700452926270129e-05
applications,9.69103140016018e-05
either,9.673354598655805e-05
ago,9.643761120907788e-05
document,9.630498177838013e-05
word,9.627333894649266e-05
works,9.618587453346538e-05
material,9.613379182352264e-05
bill,9.610046981696654e-05
apr,9.569777328968038e-05
written,9.567378187426671e-05
talk,9.547277559244893e-05
federal,9.545985541176213e-05
hosting,9.537219390792538e-05
rules,9.528525051713695e-05
final,9.527592578017698e-05
adult,9.521154148149393e-05
tickets,9.519071913018468e-05
thing,9.508329976054913e-05
centre,9.489458335910675e-05
requirements,9.48705704783574e-05
via,9.480568271998288e-05
cheap,9.469116905690421e-05
nude,9.438287902734452e-05
kids,9.425514759597072e-05
finance,9.420761553719271e-05
true,9.39299184894662e-05
minutes,9.390324195569803e-05
else,9.368646840912427e-05
mark,9.32832284185665e-05
third,9.316857230371467e-05
rock,9.316789224285235e-05
gifts,9.309361535151083e-05
europe,9.305559146074316e-05
reading,9.297363680910678e-05
topics,9.282034406572324e-05
bad,9.278565705895714e-05
individual,9.251079831402611e-05
tips,9.249696000239034e-05
plus,9.242802895533087e-05
auto,9.239887512668552e-05
cover,9.22050607080185e-05
usually,9.218129370293242e-05
edit,9.187117716844555e-05
together,9.182652536743732e-05
videos,9.178295854157814e-05
percent,9.175095470177238e-05
fast,9.16584195910386e-05
function,9.159735558950683e-05
fact,9.152815525005425e-05
unit,9.143682805230116e-05
getting,9.121140104835606e-05
global,9.117947233722518e-05
tech,9.11317353820611e-05
meet,9.100899561693061e-05
far,9.080013009516175e-05
economic,9.078305734771742e-05
player,9.04566661859948e-05
projects,9.035294080549082e-05
lyrics,9.032977287840969e-05
often,9.03021889463604e-05
subscribe,9.020928892492002e-05
submit,9.018520189119286e-05
germany,8.99120867169375e-05
amount,8.980284572086016e-05
watch,8.977093164518543e-05
included,8.976679371388405e-05
feel,8.96899790344466e-05
though,8.967230916039147e-05
bank,8.933418914411242e-05
risk,8.926275445835469e-05
thanks,8.917716240801717e-05
everything,8.916708540861125e-05
deals,8.897378518230354e-05
various,8.894077832590316e-05
words,8.87007607478763e-05
linux,8.864620757293591e-05
jul,8.860346423540927e-05
production,8.841058453454154e-05
commercial,8.835418241364121e-05
james,8.833539731782766e-05
weight,8.830698599465751e-05
town,8.827997869958042e-05
heart,8.805594401536346e-05
advertising,8.801793476005194e-05
received,8.78493108885056e-05
choose,8.782266362564974e-05
treatment,8.781467656938164e-05
newsletter,8.764539898079406e-05
archives,8.764351198264813e-05
points,8.759831183988292e-05
knowledge,8.756816767870493e-05
magazine,8.75629701403785e-05
error,8.722387930550836e-05
camera,8.715407305817127e-05
jun,8.698797038787058e-05
girl,8.69727836628751e-05
currently,8.691118302795126e-05
construction,8.661269875401024e-05
toys,8.655681667965167e-05
registered,8.635595772809245e-05
clear,8.629807449903001e-05
golf,8.618621278060523e-05
receive,8.618228657556945e-05
domain,8.595636684460073e-05
methods,8.576151721133558e-05
chapter,8.574706323484453e-05
makes,8.569508199739775e-05
protection,8.568983469852041e-05
policies,8.565824065148677e-05
loan,8.56521035168757e-05
wide,8.553104487780796e-05
beauty,8.544397854918789e-05
manager,8.531661495561193e-05
india,8.52679793834404e-05
position,8.502145000312509e-05
taken,8.490499958134962e-05
sort,8.487192345045679e-05
listings,8.469849231941461e-05
models,8.446920448213787e-05
michael,8.442453902137056e-05
known,8.429589141044194e-05
half,8.419331052260868e-05
cases,8.415940797629208e-05
step,8.405364631598949e-05
engineering,8.387542646369592e-05
florida,8.369129583851302e-05
simple,8.35371561900671e-05
quick,8.350464401208448e-05
none,8.344473718728543e-05
wireless,8.325966013593833e-05
license,8.325320297268615e-05
paul,8.319050858133958e-05
friday,8.317332948291392e-05
lake,8.316986770968655e-05
whole,8.31318594300721e-05
annual,8.29768767793521e-05
published,8.285973946683476e-05
later,8.279567714818695e-05
basic,8.27783604764735e-05
sony,8.27476113831081e-05
shows,8.274363736891558e-05
corporate,8.263927388252359e-05
google,8.25134128624454e-05
church,8.250196208155578e-05
method,8.234836492068439e-05
purchase,8.228364010372164e-05
customers,8.226852362891566e-05
active,8.204125841167847e-05
response,8.202226061390224e-05
practice,8.199544553114922e-05
hardware,8.196094000403935e-05
figure,8.190952954938231e-05
materials,8.186285805542575e-05
fire,8.180766189611196e-05
holiday,8.163826234538982e-05
chat,8.159327295319313e-05
enough,8.156107104688084e-05
designed,8.152874620273691e-05
along,8.141680447715185e-05
among,8.140395844944286e-05
death,8.119441872099415e-05
writing,8.114552263770321e-05
speed,8.111530725063865e-05
html,8.107459433872819e-05
countries,8.106337382234861e-05
loss,8.09983865428723e-05
face,8.07955020441823e-05
brand,8.079511469244292e-05
discount,8.063839920371508e-05
higher,8.051022578156564e-05
effects,8.039686344103722e-05
created,8.03416809414825e-05
remember,8.02238079533695e-05
standards,8.018237400131951e-05
oil,8.01809972927446e-05
bit,8.011826777630325e-05
yellow,8.003102484651233e-05
political,8.002840607555904e-05
increase,7.999063293894003e-05
advertise,7.99736060492583e-05
kingdom,7.992263173119445e-05
base,7.990439985562326e-05
near,7.96683660487597e-05
environmental,7.961328014321555e-05
thought,7.957904098140756e-05
stuff,7.946517030270229e-05
french,7.941857979160309e-05
storage,7.934414581303225e-05
japan,7.913949725402795e-05
doing,7.885773642797788e-05
loans,7.885713832566999e-05
shoes,7.879301453810637e-05
entry,7.875611952885619e-05
stay,7.873297111571659e-05
nature,7.869878561724781e-05
orders,7.864641507666751e-05
availability,7.862548247158861e-05
africa,7.860887220455854e-05
summary,7.856958966456221e-05
turn,7.837582305505195e-05
mean,7.836035142651014e-05
growth,7.805428305919359e-05
notes,7.801509711320783e-05
agency,7.79733577679729e-05
king,7.785206398590975e-05
monday,7.776033089817285e-05
european,7.772966278766479e-05
activity,7.769827949119967e-05
copy,7.768078816970954e-05
although,7.764539475826006e-05
drug,7.749417439546698e-05
pics,7.739537726089632e-05
western,7.732920255807793e-05
income,7.731473004334243e-05
force,7.727502795360321e-05
cash,7.72488178030376e-05
employment,7.718266944404028e-05
overall,7.707289083887379e-05
bay,7.704799202517899e-05
river,7.692767296449524e-05
commission,7.690199261744217e-05
package,7.651530435208989e-05
contents,7.646131220296846e-05
seen,7.646078532654716e-05
players,7.639023754943195e-05
engine,7.61805339038744e-05
port,7.615488868191609e-05
album,7.602077033747962e-05
regional,7.586318745405078e-05
stop,7.585993155290656e-05
supplies,7.568950947164826e-05
started,7.563149257208634e-05
administration,7.563132963067457e-05
bar,7.54946344702591e-05
institute,7.547312717960216e-05
views,7.545390887428665e-05
plans,7.54171202160178e-05
double,7.540926390315796e-05
dog,7.539370446187927e-05
build,7.53268145731038e-05
screen,7.530806948087038e-05
exchange,7.52061910949322e-05
types,7.519769570048724e-05
soon,7.516588309730847e-05
sponsored,7.498732467812937e-05
lines,7.493972236916185e-05
electronic,7.48432854458192e-05
continue,7.479612122483903e-05
across,7.473561629773208e-05
benefits,7.471981000509303e-05
needed,7.466822294926515e-05
season,7.458783038864822e-05
apply,7.44861568990961e-05
someone,7.435996316631484e-05
held,7.425141393946471e-05
anything,7.413860189208744e-05
printer,7.413033676215254e-05
condition,7.411690921898597e-05
effective,7.411475195274985e-05
